DATE,PAYEMS,Total Nonfarm pct
1976-06-30,79376,0.21543035678290665
1976-07-31,79547,0.19736759400103085
1976-08-31,79704,0.23587272909766135
1976-09-30,79892,0.0237821058428879
1976-10-31,79911,0.4117080251780105
1976-11-30,80240,0.259222333000997
1976-12-31,80448,0.3008154335719968
1977-01-31,80690,0.36931466104845706
1977-02-28,80988,0.4976045833950709
1977-03-31,81391,0.4140506935656277
1977-04-30,81728,0.4404855129209084
1977-05-31,82088,0.48728194133125424
1977-06-30,82488,0.41945495102317915
1977-07-31,82834,0.2909433324480286
1977-08-31,83075,0.5501053265121878
1977-09-30,83532,0.32083512905233924
1977-10-31,83800,0.4451073985680191
1977-11-30,84173,0.28156297149917436
1977-12-31,84410,0.21798365122615804
1978-01-31,84594,0.4184693949925527
1978-02-28,84948,0.6027216650185996
1978-03-31,85460,0.8214369295576878
1978-04-30,86162,0.4027297416494511
1978-05-31,86509,0.5097735495728768
1978-06-30,86950,0.29212190914318575
1978-07-31,87204,0.31993945231870097
1978-08-31,87483,0.1577449333013271
1978-09-30,87621,0.38232843724677873
1978-10-31,87956,0.4945654645504571
1978-11-30,88391,0.3167743322283943
1978-12-31,88671,0.15450372726144962
1979-01-31,88808,0.27812809656787674
1979-02-28,89055,0.47611026893492786
1979-03-31,89479,-0.0692900010058226
1979-04-30,89417,0.4160282720288088
1979-05-31,89789,0.3552773725066545
1979-06-30,90108,0.12096595196874861
1979-07-31,90217,0.09200039903787535
1979-08-31,90300,0.02990033222591362
1979-09-30,90327,0.1704916580867293
1979-10-31,90481,0.10167880549507631
1979-11-30,90573,0.1093040972475241
1979-12-31,90672,0.14116816657843656
1980-01-31,90800,0.09140969162995595
1980-02-29,90883,0.12213505276014217
1980-03-31,90994,-0.15935116601094576
1980-04-30,90849,-0.47221213221939706
1980-05-31,90420,-0.35279805352798055
1980-06-30,90101,-0.28967492036714354
1980-07-31,89840,0.28829029385574356
1980-08-31,90099,0.12652748643159192
1980-09-30,90213,0.3070510901976434
1980-10-31,90490,0.2840092827936789
1980-11-30,90747,0.21598510143586014
1980-12-31,90943,0.09896308676863529
1981-01-31,91033,0.07909219733503235
1981-02-28,91105,0.11525163273146369
1981-03-31,91210,0.08003508387238241
1981-04-30,91283,0.014241425018897275
1981-05-31,91296,0.2124956186470382
1981-06-30,91490,0.12132473494370968
1981-07-31,91601,-0.03930088099474897
1981-08-31,91565,-0.09610659094632228
1981-09-30,91477,-0.10603758321763941
1981-10-31,91380,-0.2287152549792077
1981-11-30,91171,-0.3027278410898202
1981-12-31,90895,-0.363056273722427
1982-01-31,90565,-0.0022083586374427207
1982-02-28,90563,-0.14244227775139956
1982-03-31,90434,-0.31404117920251234
1982-04-30,90150,-0.04769828064337216
1982-05-31,90107,-0.2685695894880531
1982-06-30,89865,-0.38279641684749344
1982-07-31,89521,-0.17649490063783918
1982-08-31,89363,-0.2014256459608563
1982-09-30,89183,-0.3094760212148055
1982-10-31,88907,-0.13609727018120057
1982-11-30,88786,-0.016894555447930983
1982-12-31,88771,0.24670218877786665
1983-01-31,88990,-0.08203168895381503
1983-02-28,88917,0.19456346930283297
1983-03-31,89090,0.30755415871590525
1983-04-30,89364,0.3133252763976545
1983-05-31,89644,0.4205524072999866
1983-06-30,90021,0.4621143955299319
1983-07-31,90437,-0.3405685725974988
1983-08-31,90129,1.240444252127506
1983-09-30,91247,0.29918791850690984
1983-10-31,91520,0.38789335664335667
1983-11-30,91875,0.38639455782312926
1983-12-31,92230,0.4803209367884636
1984-01-31,92673,0.5222664638028336
1984-02-29,93157,0.29198020545960046
1984-03-31,93429,0.38853032784253283
1984-04-30,93792,0.32625383828045035
1984-05-31,94098,0.40489702225339536
1984-06-30,94479,0.3281152425406704
1984-07-31,94789,0.2563588602052981
1984-08-31,95032,0.3283104638437579
1984-09-30,95344,0.29891760362476927
1984-10-31,95629,0.3691348858609836
1984-11-30,95982,0.13023275197432851
1984-12-31,96107,0.27573433776936124
1985-01-31,96372,0.13593159838957372
1985-02-28,96503,0.35128441602851723
1985-03-31,96842,0.2023915243386134
1985-04-30,97038,0.2823636101321132
1985-05-31,97312,0.15106050641236435
1985-06-30,97459,0.19392770293148914
1985-07-31,97648,0.19662461084712438
1985-08-31,97840,0.20952575633687653
1985-09-30,98045,0.1917486868274772
1985-10-31,98233,0.2137774474972769
1985-11-30,98443,0.1686254990197373
1985-12-31,98609,0.12473506475068198
1986-01-31,98732,0.11647692743993843
1986-02-28,98847,0.08801481076815686
1986-03-31,98934,0.18901489882143652
1986-04-30,99121,0.1281262295578132
1986-05-31,99248,-0.09370465903595035
1986-06-30,99155,0.32070999949573903
1986-07-31,99473,0.1156092608044394
1986-08-31,99588,0.3474314174398522
1986-09-30,99934,0.18712350151099724
1986-10-31,100121,0.18677400345581846
1986-11-30,100308,0.2003828209115923
1986-12-31,100509,0.16814414629535665
1987-01-31,100678,0.2393770237787799
1987-02-28,100919,0.24276895331899842
1987-03-31,101164,0.33114546676683404
1987-04-30,101499,0.2256179863841023
1987-05-31,101728,0.16907832651777288
1987-06-30,101900,0.3405299313052012
1987-07-31,102247,0.169198118282199
1987-08-31,102420,0.22163639914079283
1987-09-30,102647,0.4783383830019387
1987-10-31,103138,0.22688049021699083
1987-11-30,103372,0.2795728050148977
1987-12-31,103661,0.08875083203905038
1988-01-31,103753,0.44432450146019875
1988-02-29,104214,0.26388009288579267
1988-03-31,104489,0.23256036520590684
1988-04-30,104732,0.2196081426880037
1988-05-31,104962,0.3467921724052514
1988-06-30,105326,0.21267303419858344
1988-07-31,105550,0.11747986736144007
1988-08-31,105674,0.3207979256960085
1988-09-30,106013,0.2480827823002839
1988-10-31,106276,0.32086265949038356
1988-11-30,106617,0.26356022022754344
1988-12-31,106898,0.24602892476940635
1989-01-31,107161,0.24822463396198244
1989-02-28,107427,0.18058774795907917
1989-03-31,107621,0.1579617360923983
1989-04-30,107791,0.11318199107532168
1989-05-31,107913,0.10564065497206082
1989-06-30,108027,0.038879169096614735
1989-07-31,108069,0.04719207173194903
1989-08-31,108120,0.23029966703662597
1989-09-30,108369,0.09873672360176802
1989-10-31,108476,0.25443416055164275
1989-11-30,108752,0.07723995880535531
1989-12-31,108836,0.3335293469072733
1990-01-31,109199,0.21611919523072554
1990-02-28,109435,0.19098094759446246
1990-03-31,109644,0.03830578964649228
1990-04-30,109686,0.13948908703025
1990-05-31,109839,0.015477198444996766
1990-06-30,109856,-0.029129041654529564
1990-07-31,109824,-0.1893939393939394
1990-08-31,109616,-0.08940300686031236
1990-09-30,109518,-0.1378768786866086
1990-10-31,109367,-0.1398959466749568
1990-11-30,109214,-0.0439504092881865
1990-12-31,109166,-0.10168001025960464
1991-01-31,109055,-0.2943468891843565
1991-02-28,108734,-0.14714808615520444
1991-03-31,108574,-0.1934164717151436
1991-04-30,108364,-0.10612380495367466
1991-05-31,108249,0.07852266533640034
1991-06-30,108334,-0.03876899219081729
1991-07-31,108292,0.016621726443319912
1991-08-31,108310,0.02400517034438187
1991-09-30,108336,0.019384138236597254
1991-10-31,108357,-0.05629539392932621
1991-11-30,108296,0.029548644455935583
1991-12-31,108328,0.03784801713315117
1992-01-31,108369,-0.05352084083086492
1992-02-29,108311,0.04985643194135406
1992-03-31,108365,0.14211230563373783
1992-04-30,108519,0.1197946903307255
1992-05-31,108649,0.060746072214194334
1992-06-30,108715,0.07174722899323921
1992-07-31,108793,0.12133133565578667
1992-08-31,108925,0.031214138168464543
1992-09-30,108959,0.16519975403592177
1992-10-31,109139,0.12186294541822813
1992-11-30,109272,0.20407789735705398
1992-12-31,109495,0.27307182976391614
1993-01-31,109794,0.22769914567280541
1993-02-28,110044,-0.04543637090618298
1993-03-31,109994,0.27456043056894014
1993-04-30,110296,0.2466091245376079
1993-05-31,110568,0.16370016641342885
1993-06-30,110749,0.2763004632096001
1993-07-31,111055,0.13596866417540857
1993-08-31,111206,0.21761415750948687
1993-09-30,111448,0.2557246428827794
1993-10-31,111733,0.22464267494831427
1993-11-30,111984,0.2946849549935705
1993-12-31,112314,0.25019142760475094
1994-01-31,112595,0.16519383631599982
1994-02-28,112781,0.408756794140857
1994-03-31,113242,0.3037742180463079
1994-04-30,113586,0.29493071329213105
1994-05-31,113921,0.27826300682051597
1994-06-30,114238,0.32563595301038184
1994-07-31,114610,0.24954192478841286
1994-08-31,114896,0.30549366383512044
1994-09-30,115247,0.18308502607443145
1994-10-31,115458,0.3559736007898976
1994-11-30,115869,0.2554609084397035
1994-12-31,116165,0.2892437481169027
1995-01-31,116501,0.16823889923691643
1995-02-28,116697,0.17995321216483715
1995-03-31,116907,0.13857168518566038
1995-04-30,117069,-0.01708394194876526
1995-05-31,117049,0.20247930353954327
1995-06-30,117286,0.08014596797571748
1995-07-31,117380,0.21639120804225592
1995-08-31,117634,0.20487274087423704
1995-09-30,117875,0.13234358430540827
1995-10-31,118031,0.12200184697240554
1995-11-30,118175,0.1226993865030675
1995-12-31,118320,-0.0033806626098715348
1996-01-31,118316,0.35751715744278034
1996-02-29,118739,0.2139145520848247
1996-03-31,118993,0.13866361886833678
1996-04-30,119158,0.2752647745010826
1996-05-31,119486,0.23684783154511824
1996-06-30,119769,0.20539538611827768
1996-07-31,120015,0.15331416906220055
1996-08-31,120199,0.17554222580886694
1996-09-30,120410,0.2117764305290258
1996-10-31,120665,0.24530725562507769
1996-11-30,120961,0.15046171906647599
1996-12-31,121143,0.18160355942976483
1997-01-31,121363,0.25707999967041023
1997-02-28,121675,0.25888637764536676
1997-03-31,121990,0.2426428395770145
1997-04-30,122286,0.2126163256627905
1997-05-31,122546,0.21869338860509524
1997-06-30,122814,0.24182910743074892
1997-07-31,123111,-0.014620951823963741
1997-08-31,123093,0.3996977894762496
1997-09-30,123585,0.27835093255654003
1997-10-31,123929,0.2469155726262618
1997-11-30,124235,0.2527468104801384
1997-12-31,124549,0.21116187203429976
1998-01-31,124812,0.1634458225170657
1998-02-28,125016,0.11838484673961733
1998-03-31,125164,0.22210859352529483
1998-04-30,125442,0.3204668292916248
1998-05-31,125844,0.1843552334636534
1998-06-30,126076,0.10231923601637108
1998-07-31,126205,0.26861059387504455
1998-08-31,126544,0.16436970539891263
1998-09-30,126752,0.15936632163595052
1998-10-31,126954,0.2181892654032169
1998-11-30,127231,0.28687976986740654
1998-12-31,127596,0.08307470453619235
1999-01-31,127702,0.3273245524737279
1999-02-28,128120,0.08351545426162972
1999-03-31,128227,0.2885507732380856
1999-04-30,128597,0.16407847772498582
1999-05-31,128808,0.21815415191603008
1999-06-30,129089,0.2517642866549435
1999-07-31,129414,0.1197706585068076
1999-08-31,129569,0.15667327833046485
1999-09-30,129772,0.3120858120395771
1999-10-31,130177,0.22200542338508342
1999-11-30,130466,0.23454386583477688
1999-12-31,130772,0.17817269751934664
2000-01-31,131005,0.0908362276248998
2000-02-29,131124,0.35996461364814986
2000-03-31,131596,0.22189124289492082
2000-04-30,131888,0.16453354361276235
2000-05-31,132105,-0.033306839256651906
2000-06-30,132061,0.1325145198052415
2000-07-31,132236,-0.0045373423273541245
2000-08-31,132230,0.09301973833471981
2000-09-30,132353,-0.0015111104395064713
2000-10-31,132351,0.1548911606259114
2000-11-30,132556,0.11542291559793598
2000-12-31,132709,-0.008288812363893934
2001-01-31,132698,0.06857676830095404
2001-02-28,132789,-0.03162912590651334
2001-03-31,132747,-0.21394080468861823
2001-04-30,132463,-0.04001117293130912
2001-05-31,132410,-0.08383052639528737
2001-06-30,132299,-0.09221536066032246
2001-07-31,132177,-0.11272763037442218
2001-08-31,132028,-0.19465567909837306
2001-09-30,131771,-0.24056886568364816
2001-10-31,131454,-0.2373453831758638
2001-11-30,131142,-0.12200515471778683
2001-12-31,130982,-0.09925027866424395
2002-01-31,130852,-0.08864977226179195
2002-02-28,130736,-0.014533104883123241
2002-03-31,130717,-0.0719110750705723
2002-04-30,130623,0.008421181568330233
2002-05-31,130634,0.03827487484115927
2002-06-30,130684,-0.07192923387713875
2002-07-31,130590,-0.0022972662531587414
2002-08-31,130587,-0.06585647882254742
2002-09-30,130501,0.09731726193669014
2002-10-31,130628,-0.009951924549101264
2002-11-30,130615,-0.1094820656126785
2002-12-31,130472,0.08277638113924826
2003-01-31,130580,-0.10415071220707611
2003-02-28,130444,-0.16252184845604245
2003-03-31,130232,-0.04223232385281651
2003-04-30,130177,0.014595512264071225
2003-05-31,130196,-0.0015361455037021104
2003-06-30,130194,-0.0023042536522420386
2003-07-31,130191,-0.03226029449040256
2003-08-31,130149,0.0806767627872669
2003-09-30,130254,0.15354614829487
2003-10-31,130454,0.015331074555015561
2003-11-30,130474,0.08737372963195732
2003-12-31,130588,0.1386038533402763
2004-01-31,130769,0.042823604982832324
2004-02-29,130825,0.2423084272883623
2004-03-31,131142,0.2051211663692791
2004-04-30,131411,0.21535487896751412
2004-05-31,131694,0.07517426762039273
2004-06-30,131793,0.041732110203121564
2004-07-31,131848,0.0675019719677204
2004-08-31,131937,0.11823825007389892
2004-09-30,132093,0.26799300492834593
2004-10-31,132447,0.042281063368743724
2004-11-30,132503,0.09131868712406511
2004-12-31,132624,0.1131017010495838
2005-01-31,132774,0.19431515206290387
2005-02-28,133032,0.093210656082747
2005-03-31,133156,0.27186157589594157
2005-04-30,133518,0.12882158210877934
2005-05-31,133690,0.18849577380507143
2005-06-30,133942,0.2642935001717161
2005-07-31,134296,0.15041401084172276
2005-08-31,134498,0.050558372615206175
2005-09-30,134566,0.06613854911344619
2005-10-31,134655,0.2510118450855891
2005-11-30,134993,0.11556154763580334
2005-12-31,135149,0.2071787434609209
2006-01-31,135429,0.22742544063679124
2006-02-28,135737,0.22838282855816763
2006-03-31,136047,0.11613633523708718
2006-04-30,136205,0.028633310084064466
2006-05-31,136244,0.05945215936114619
2006-06-30,136325,0.1430405281496424
2006-07-31,136520,0.12745385291532377
2006-08-31,136694,0.10900258972595725
2006-09-30,136843,0.006576880074245669
2006-10-31,136852,0.154181159208488
2006-11-30,137063,0.13570401931958298
2006-12-31,137249,0.16612142893572995
2007-01-31,137477,0.05891894644195029
2007-02-28,137558,0.17083702874423878
2007-03-31,137793,0.035560587257698145
2007-04-30,137842,0.10954571175693911
2007-05-31,137993,0.05507525744059481
2007-06-30,138069,-0.02245254184501952
2007-07-31,138038,-0.01666207855807821
2007-08-31,138015,0.05796471398036446
2007-09-30,138095,0.05720699518447445
2007-10-31,138174,0.07960976739473417
2007-11-30,138284,0.07810014173729427
2007-12-31,138392,0.007948436325799179
2008-01-31,138403,-0.05707968757902647
2008-02-29,138324,-0.03542407680518204
2008-03-31,138275,-0.173567166877599
2008-04-30,138035,-0.12822834788278334
2008-05-31,137858,-0.12404067953981632
2008-06-30,137687,-0.14235185602126563
2008-07-31,137491,-0.2021950527670902
2008-08-31,137213,-0.3352452027140285
2008-09-30,136753,-0.35172902971049996
2008-10-31,136272,-0.5334918398497124
2008-11-30,135545,-0.5208602309196209
2008-12-31,134839,-0.5814341548068437
2009-01-31,134055,-0.5542501212189027
2009-02-28,133312,-0.6000960153624579
2009-03-31,132512,-0.5244808017387105
2009-04-30,131817,-0.25945060197091424
2009-05-31,131475,-0.3552006084806998
2009-06-30,131008,-0.25952613580850026
2009-07-31,130668,-0.14004959133070072
2009-08-31,130485,-0.18469555887649922
2009-09-30,130244,-0.15279014772273578
2009-10-31,130045,0.009227575070168019
2009-11-30,130057,-0.2068323888756468
2009-12-31,129788,0.001540974512281567
2010-01-31,129790,-0.0708837352646583
2010-02-28,129698,0.13955496615213805
2010-03-31,129879,0.1778578523086873
2010-04-30,130110,0.4150334332487895
2010-05-31,130650,-0.10639112131649445
2010-06-30,130511,-0.0643623909095785
2010-07-31,130427,-0.003833562069203463
2010-08-31,130422,-0.049838217478646245
2010-09-30,130357,0.20558926639919606
2010-10-31,130625,0.09569377990430622
2010-11-30,130750,0.05506692160611855
2010-12-31,130822,0.014523551084679948
2011-01-31,130841,0.16202872188381318
2011-02-28,131053,0.17931676497294988
2011-03-31,131288,0.23916885016147704
2011-04-30,131602,0.07674655400373855
2011-05-31,131703,0.17919105866988605
2011-06-30,131939,0.04547556067576683
2011-07-31,131999,0.0954552686005197
2011-08-31,132125,0.1763481551561022
2011-09-30,132358,0.15412744223998548
2011-10-31,132562,0.09957604743440805
2011-11-30,132694,0.15222994257464542
2011-12-31,132896,0.26637370575487596
2012-01-31,133250,0.19662288930581612
2012-02-29,133512,0.17975912277548087
2012-03-31,133752,0.06130749446737244
2012-04-30,133834,0.07471942854581048
2012-05-31,133934,0.05450445741932594
2012-06-30,134007,0.11342691053452432
2012-07-31,134159,0.12820608382590806
2012-08-31,134331,0.1392083733464353
2012-09-30,134518,0.11819979482299767
2012-10-31,134677,0.11583269600599953
2012-11-30,134833,0.1772563096571314
2012-12-31,135072,0.1414060649135276
2013-01-31,135263,0.20552553174186583
2013-02-28,135541,0.10255199533720424
2013-03-31,135680,0.14077240566037735
2013-04-30,135871,0.16339027459870023
2013-05-31,136093,0.13299728861881213
2013-06-30,136274,0.08218735782320911
2013-07-31,136386,0.17743756690569412
2013-08-31,136628,0.13686799191966506
2013-09-30,136815,0.1644556517925666
2013-10-31,137040,0.1926444833625219
2013-11-30,137304,0.05025345219367243
2013-12-31,137373,0.12739038966900337
2014-01-31,137548,0.12068514264111437
2014-02-28,137714,0.18444021668094746
2014-03-31,137968,0.2355618694189957
2014-04-30,138293,0.157636322879683
2014-05-31,138511,0.23536036849058922
2014-06-30,138837,0.1671024294676491
2014-07-31,139069,0.13518469249077797
2014-08-31,139257,0.22189189771429801
2014-09-30,139566,0.18055973517905505
2014-10-31,139818,0.20812770887868515
2014-11-30,140109,0.19127964656089189
2014-12-31,140377,0.13606217542759855
2015-01-31,140568,0.19278925502248023
2015-02-28,140839,0.05041217276464616
2015-03-31,140910,0.20154708679298844
2015-04-30,141194,0.23442922503789113
2015-05-31,141525,0.12294647588765237
2015-06-30,141699,0.21312782729588775
2015-07-31,142001,0.0880275491017669
2015-08-31,142126,0.10905815966114575
2015-09-30,142281,0.2150673666898602
2015-10-31,142587,0.16621431126259756
2015-11-30,142824,0.19114434548815326
2015-12-31,143097,0.05101434691153553
2016-01-31,143170,0.18369770203254873
2016-02-29,143433,0.15965642495102242
2016-03-31,143662,0.13016664114379586
2016-04-30,143849,0.029197283262309786
2016-05-31,143891,0.1855571231001244
2016-06-30,144158,0.24556389517057672
2016-07-31,144512,0.09341784765279008
2016-08-31,144647,0.18596998209434001
2016-09-30,144916,0.10005796461398328
2016-10-31,145061,0.10409413970674407
2016-11-30,145212,0.15838911384734045
2016-12-31,145442,0.12719847086811237
2017-01-31,145627,0.12909693944117506
2017-02-28,145815,0.08846826458183314
2017-03-31,145944,0.13498328125856493
2017-04-30,146141,0.10606195386647142
2017-05-31,146296,0.14764586864986054
2017-06-30,146512,0.14674565905864365
2017-07-31,146727,0.1254029592372229
2017-08-31,146911,0.012252316028071416
2017-09-30,146929,0.18172042278923833
2017-10-31,147196,0.1528574146036577
2017-11-30,147421,0.08818282334267168
2017-12-31,147551,0.08200554384585669
2018-01-31,147672,0.2749336367083807
2018-02-28,148078,0.11885627844784505
2018-03-31,148254,0.09240897378822831
2018-04-30,148391,0.18734289815420074
2018-05-31,148669,0.1473071050454365
2018-06-30,148888,0.09134382891838161
2018-07-31,149024,0.163732016319519
2018-08-31,149268,0.05359487632982287
2018-09-30,149348,0.13458499611645286
2018-10-31,149549,0.08960273890163091
2018-11-30,149683,0.12159029415498086
2018-12-31,149865,0.1794948787241851
2019-01-31,150134,0.0006660716426658852
2019-02-28,150135,0.09791187930862223
2019-03-31,150282,0.1397372938874915
2019-04-30,150492,0.05648140764957606
2019-05-31,150577,0.12086839291525266
2019-06-30,150759,0.1286822013942783
2019-07-31,150953,0.13712877518167907
2019-08-31,151160,0.13760254035459116
2019-09-30,151368,0.12221869880027483
2019-10-31,151553,0.17221698019834647
2019-11-30,151814,0.09682901445189508
2019-12-31,151961,0.14806430597324313
2020-01-31,152186,
